fips,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7
1021,32.85406,-86.726628,187,0.013,0.1358,0.4325,0.3759,0.042,0.0008,0,0,0.1828,0.1982,0.2294,0.2408,0.1488,0,0,0.774299979,8.268690109,71.50935364,19.14466286,0.302993298,19.44765663,3,2,1,1,1,1,1
1023,31.991008,-88.248887,79,0.0069,0.0716,0.2821,0.4099,0.1673,0.0622,0,0,0.1478,0.2802,0.2064,0.2871,0.0785,0,0,0.577799976,8.38449192,87.20262909,3.83150363,0.003575822,3.835079432,3,2,1,2,1,1,1
1025,31.685521,-87.818624,111,0.0103,0.1205,0.4598,0.3797,0.0294,0.0003,0,0,0.1731,0.1936,0.2454,0.2571,0.1308,0,0,0.708553135,8.891109467,90.39109039,0,0.009246798,0.009246798,3,2,1,1,1,1,1
1027,33.267809,-85.862051,303,0.0056,0.0992,0.3863,0.3917,0.092,0.0252,0,0,0.1783,0.2057,0.2969,0.2143,0.1048,0,0,0.668400884,8.893141747,90.41175842,0,0.026699129,0.026699129,3,2,1,1,1,1,1
1029,33.671981,-85.516109,299,0.0068,0.0768,0.3349,0.4565,0.1048,0.0202,0,0,0.2075,0.2369,0.2494,0.2226,0.0836,0,0,0.762709498,8.886903763,90.3483963,0,0.00199054,0.00199054,3,2,1,1,1,1,1
1031,31.402183,-85.989201,120,0.0163,0.1932,0.5134,0.2651,0.012,0,0,0,0.1916,0.1846,0.199,0.2153,0.2095,0,34.65219879,1.057999969,0.352749318,4.624246597,57.32019806,1.992606997,59.31280518,3,2,1,1,1,1,1
1033,34.703112,-87.801457,233,0.0078,0.1181,0.305,0.2703,0.1633,0.1298,0.0057,0,0.2244,0.2699,0.1478,0.232,0.1259,0,0,14.51070023,7.570104122,77.28312683,0.62864536,0.007423258,0.636068642,3,2,1,1,1,1,1
1035,31.428293,-86.992029,79,0.0317,0.281,0.5099,0.1738,0.0035,0.0001,0,0,0.1852,0.1619,0.1545,0.1857,0.3127,0,0,0.350099981,8.445699692,86.96726227,4.024977207,0.211960807,4.236938,3,2,1,1,1,1,1
1037,32.931445,-86.243482,217,0.0074,0.113,0.4553,0.3551,0.0631,0.0061,0,0,0.1631,0.221,0.2336,0.2619,0.1204,0,0,0.245178789,8.932519913,90.81208038,0,0.01022121,0.01022121,3,2,1,1,1,1,1
1039,31.243987,-86.448721,78,0.0296,0.302,0.5723,0.0961,0,0,0,0,0.1384,0.191,0.1641,0.1749,0.3316,0,0,0.368694693,8.909749985,90.58065033,0,0.140905306,0.140905306,3,2,1,1,1,1,1
1041,31.732826,-86.319222,100,0.0338,0.3269,0.5153,0.1215,0.0025,0,0,0,0.1411,0.1353,0.1662,0.1967,0.3607,0,0,0.631299973,8.465257645,87.36974335,3.361823559,0.171875596,3.533699274,3,2,1,1,1,1,1
1043,34.131923,-86.869267,216,0.0208,0.2577,0.4788,0.1811,0.0483,0.0133,0,0,0.1637,0.2051,0.1981,0.1546,0.2785,0,0,1.766499877,7.042485714,77.59944153,13.51044083,0.081132047,13.59157276,3,2,1,1,1,1,1
1045,31.430654,-85.609476,88,0.022,0.2045,0.4749,0.2677,0.028,0.0029,0,0,0.1646,0.2026,0.199,0.2073,0.2265,0,13.81199837,1.105199933,24.00697136,2.74904418,56.2482872,2.078499079,58.32678604,3,2,1,1,1,1,1
1047,32.33354,-87.114356,62,0.059,0.3833,0.3589,0.157,0.0292,0.0126,0,0,0.1319,0.1135,0.1499,0.1624,0.4423,0,0,0.090938374,8.939329147,90.88137054,0,0.088361628,0.088361628,1,1,1,1,1,1,1
1049,34.460929,-85.803992,365,0.0135,0.1773,0.3875,0.1964,0.0944,0.1224,0.0085,0,0.1447,0.2285,0.2145,0.2215,0.1908,0,0,0.989899933,8.782897949,89.59399414,0.591746271,0.041462179,0.633208454,3,2,1,1,1,1,1
1051,32.597229,-86.142739,111,0.0141,0.1455,0.4404,0.3578,0.0399,0.0023,0,0,0.2412,0.2117,0.2029,0.1846,0.1596,0,0,1.741799831,5.479326725,59.13277817,33.37159729,0.274498403,33.64609528,3,2,1,1,1,1,1
1053,31.121748,-87.168429,34,0.0326,0.2685,0.5101,0.1827,0.0059,0.0002,0,0,0.1717,0.1768,0.1718,0.1786,0.3011,0,0,1.109599948,6.010158539,41.68637466,47.47322083,3.720644951,51.19386673,3,2,1,1,1,1,1
1055,34.047638,-86.03442,176,0.0148,0.1869,0.3693,0.2167,0.0786,0.104,0.0297,0,0.1667,0.2097,0.2285,0.1934,0.2017,0,0,4.794299603,18.30925751,45.90095139,30.71126366,0.284228295,30.99549103,3,2,1,1,1,1,1
1057,33.732249,-87.752049,157,0.0047,0.0758,0.351,0.4461,0.1075,0.0149,0,0,0.2015,0.2367,0.2217,0.2596,0.0805,0,0,0.488499969,7.976064205,81.79162598,9.74349308,0.000316774,9.7438097,3,2,1,1,1,1,1
1059,34.441988,-87.842815,286,0.0188,0.2488,0.4162,0.1966,0.0693,0.0502,0.0001,0,0.1581,0.1773,0.1731,0.2239,0.2676,0,0,0.916699946,5.110411167,56.6649971,37.26722336,0.040668,37.30789185,3,2,1,1,1,1,1
1061,31.090866,-85.824346,67,0.0307,0.2837,0.5178,0.1652,0.0025,0.0001,0,0,0.1434,0.1452,0.1791,0.2179,0.3144,0,18.88560104,0.745299995,12.39394093,20.42786789,46.83315277,0.71413672,47.5472908,3,2,1,1,1,1,1
1063,32.844497,-87.964201,53,0.0521,0.4823,0.4092,0.0543,0.0021,0,0,0,0.127,0.109,0.0999,0.1297,0.5344,2.991499901,5.981699944,0.411599994,5.662370682,54.13394165,29.57407951,1.244809031,30.81888771,3,2,1,1,1,1,1
1065,32.752796,-87.623061,85,0.0224,0.2161,0.4665,0.268,0.026,0.001,0,0,0.1731,0.1735,0.1967,0.2182,0.2385,0,0,0.608799994,15.14817715,45.42965698,38.57411194,0.239252701,38.81336594,2,2,1,1,1,1,1
1067,31.516978,-85.239971,103,0.0203,0.2054,0.486,0.2627,0.0246,0.001,0,0,0.1898,0.1936,0.2022,0.1887,0.2257,0,13.91460037,0.487499982,18.80961227,21.26539993,43.93694687,1.585942984,45.52288818,3,2,1,1,1,1,1
1069,31.158193,-85.296398,69,0.041,0.3899,0.5062,0.0623,0.0006,0,0,0,0.0999,0.1843,0.1277,0.1572,0.4309,0,5.95389986,1.271899939,7.022652149,7.343276501,76.01164246,2.396630049,78.40827179,3,2,1,1,1,1,1
1071,34.763522,-85.9774,194,0.0174,0.2172,0.3986,0.2091,0.0704,0.0832,0.0041,0,0.1413,0.2204,0.1736,0.2301,0.2346,5.890900135,0,1.311799884,4.854436398,54.72626114,32.98305893,0.233542398,33.21660233,4,3,2,2,2,2,2
1073,33.553444,-86.896536,185,0.0171,0.2105,0.387,0.2773,0.0775,0.03,0.0006,0,0.1676,0.1895,0.2191,0.1962,0.2276,0,0,77.43460083,4.201076031,4.827818394,13.41062927,0.125875399,13.53650475,3,2,1,1,1,1,1
1075,33.787085,-88.087431,125,0.0111,0.1156,0.3579,0.4152,0.0942,0.006,0,0,0.1992,0.2248,0.1977,0.2516,0.1267,0,0,0.452499986,8.341491699,86.27375031,4.391861439,0.540396273,4.932257652,3,2,1,1,1,1,1
1077,34.904122,-87.650997,194,0.0195,0.2617,0.5084,0.1744,0.0251,0.0109,0,0,0.1655,0.1779,0.2,0.1754,0.2812,30.0909996,0,8.029899597,7.775994301,12.98254681,40.78467941,0.335880607,41.12055969,7,7,7,7,7,7,7
1079,34.529776,-87.321865,202,0.042,0.4337,0.4205,0.063,0.018,0.0228,0,0,0.1465,0.1595,0.0863,0.132,0.4757,0,0,0.473800004,7.652944088,78.71442413,13.11662865,0.042202812,13.1588316,3,2,1,1,1,1,1
1081,32.604064,-85.353048,190,0.0121,0.173,0.5339,0.2714,0.0096,0,0,0,0.1893,0.2342,0.2066,0.1848,0.1851,7.927899837,0,1.056599975,25.44330406,25.37316132,38.55828094,1.640753984,40.19903564,3,2,1,1,1,1,1
1083,34.810239,-86.9814,216,0.0376,0.4116,0.4968,0.0526,0.0008,0.0006,0,0,0.0911,0.1693,0.1453,0.1451,0.4492,0,0,1.337100029,3.030983925,13.47729111,79.20648193,2.948143005,82.15462494,3,2,1,1,1,1,1
1085,32.147888,-86.650586,73,0.0395,0.3441,0.5203,0.096,0.0001,0,0,0,0.178,0.1656,0.1375,0.1353,0.3836,0,0,0.452199996,8.56746769,88.37195587,2.48226428,0.126111895,2.608376265,3,2,1,1,1,1,1
1087,32.387027,-85.692887,113,0.0325,0.3093,0.5381,0.1179,0.0022,0,0,0,0.1541,0.1814,0.1433,0.1794,0.3418,0,0,0.356899977,8.74926281,89.50744629,1.090389252,0.296001494,1.386390686,3,2,1,1,1,1,1
1089,34.764238,-86.55108,240,0.0135,0.1488,0.185,0.1277,0.1106,0.3305,0.0831,0.0008,0.1311,0.2128,0.2029,0.2909,0.1623,0,0,20.34630013,5.937110901,51.74858856,21.66885185,0.299147695,21.96800041,3,2,1,1,1,1,1
1091,32.247591,-87.791091,76,0.0188,0.218,0.5279,0.227,0.0082,0.0001,0,0,0.1898,0.2168,0.1254,0.2312,0.2368,0,0,0.421467543,8.915131569,90.63536835,1.86E-09,0.028032441,0.028032443,3,2,1,1,1,1,1
1093,34.138219,-87.881551,193,0.0077,0.0937,0.2587,0.3193,0.2105,0.1075,0.0026,0,0.2278,0.201,0.2267,0.2431,0.1014,0,0,0.503663838,8.909236908,90.57536316,9.31E-10,0.01173614,0.011736141,3,2,1,1,1,1,1
1095,34.309564,-86.321668,307,0.0177,0.2095,0.4532,0.1767,0.0396,0.0772,0.0261,0,0.1889,0.1842,0.2015,0.1982,0.2272,0,0,1.856000066,1.228777766,17.80902863,78.90401459,0.202179804,79.10619354,3,2,1,1,1,1,1
1097,30.684573,-88.196568,14,0.047,0.3904,0.3918,0.0818,0.0024,0,0,0,0.1048,0.1511,0.1303,0.0898,0.4374,5,0,2.223099947,16.3104744,61.21023941,15.06972694,0.186459303,15.25618649,2,2,1,3,1,1,1
1099,31.580332,-87.383266,100,0.0174,0.1453,0.3197,0.3495,0.1481,0.02,0,0,0.2174,0.1977,0.1905,0.2317,0.1627,0,0,1.944399953,3.921837807,33.92385101,59.40565491,0.804258227,60.20991135,3,2,1,1,1,1,1
1101,32.203651,-86.203831,102,0.0284,0.2591,0.5008,0.2054,0.0063,0,0,0,0.2053,0.1846,0.1431,0.1795,0.2875,0,0,0.373915702,8.912461281,90.60813904,0,0.105484299,0.105484299,3,2,1,1,1,1,1
1103,34.454484,-86.846402,316,0.0105,0.134,0.3325,0.2276,0.1162,0.1659,0.0133,0,0.2009,0.2004,0.2361,0.2181,0.1445,0,0,1.809399962,7.717444897,78.72969818,11.50392151,0.239535704,11.74345684,3,2,1,1,1,1,1
1105,32.639005,-87.293827,95,0.0106,0.1166,0.3631,0.4002,0.0978,0.0117,0,0,0.1464,0.2491,0.2302,0.2471,0.1272,0,6.991099834,0.247499987,5.287684917,58.01305008,29.41097069,0.049693841,29.46066475,2,2,1,1,1,1,1
1107,33.296809,-88.096878,86,0.0127,0.1637,0.3996,0.3653,0.0552,0.0035,0,0,0.1702,0.2215,0.1938,0.2381,0.1764,0,0,0.070720442,8.945105553,90.94009399,3.73E-09,0.04407955,0.044079553,3,2,1,1,1,1,1
1109,31.798726,-85.941997,153,0.0116,0.1303,0.4411,0.3667,0.0475,0.0028,0,0,0.1818,0.217,0.2395,0.2198,0.1419,0,0,0.610000014,1.664225221,17.53150749,78.82395172,1.370314956,80.19426727,3,2,1,1,1,1,1
1111,33.296475,-85.464068,297,0.0054,0.0884,0.409,0.4303,0.0615,0.0054,0,0,0.2255,0.1874,0.2226,0.2707,0.0938,0,0,0.556699991,7.3469944,80.5734787,11.48351765,0.039309051,11.52282715,3,2,1,1,1,1,1
1113,32.289811,-85.18698,92,0.0233,0.2558,0.4953,0.1985,0.0257,0.0014,0,0,0.1418,0.1714,0.1682,0.2395,0.2791,0,0,0.135099992,7.776786327,63.4154892,28.18652725,0.486096501,28.67262459,3,2,1,1,1,1,1
1115,33.712963,-86.315663,208,0.0042,0.0631,0.264,0.3625,0.1772,0.1267,0.0023,0,0.1963,0.2822,0.2455,0.2087,0.0673,0.960999966,0,3.681299925,10.88161564,71.63895416,12.20321846,0.633911788,12.83713055,3,2,1,1,1,1,1
1117,33.262937,-86.678104,177,0.0095,0.1278,0.4782,0.3319,0.0413,0.0111,0.0002,0,0.1959,0.2171,0.2116,0.2381,0.1373,0,0,1.162899971,8.246982574,86.04368591,4.298247814,0.248183593,4.546431541,3,2,1,1,1,1,1
1119,32.597481,-88.200057,56,0.0397,0.3408,0.5004,0.1165,0.0023,0.0003,0,0,0.104,0.1479,0.1524,0.2152,0.3805,0,0,0.348309845,8.922839165,90.71366119,0,0.01519013,0.01519013,2,2,1,2,1,1,1
1121,33.369277,-86.175805,241,0.0057,0.0759,0.2819,0.4327,0.1269,0.0532,0.0157,0.008,0.2056,0.142,0.2179,0.3529,0.0816,0,0,0.521914423,8.908364296,90.56653595,0,0.003185543,0.003185543,3,2,1,1,1,1,1
1123,32.863369,-85.799553,192,0.0073,0.0824,0.3627,0.4384,0.0912,0.0176,0.0004,0,0.1768,0.2205,0.2002,0.3128,0.0897,0.998700023,0,0.891305208,8.78215313,89.28344727,3.73E-09,0.04439475,0.044394754,3,3,1,1,1,1,1
1125,33.290202,-87.52286,104,0.0081,0.1222,0.3829,0.3498,0.1018,0.035,0.0002,0,0.2309,0.2079,0.1942,0.2367,0.1303,0,0,2.849699974,8.232494354,83.80884552,4.991428375,0.117532,5.108960152,3,2,1,1,1,1,1
1127,33.791571,-87.301092,129,0.0037,0.0609,0.2519,0.3584,0.1857,0.1375,0.0019,0,0.19,0.2373,0.2413,0.2668,0.0646,0,0,0.387914419,8.91543293,90.6383667,0,0.058285572,0.058285572,3,2,1,1,1,1,1
1129,31.406974,-88.202078,42,0.0294,0.3008,0.5544,0.1145,0.0009,0,0,0,0.1331,0.1884,0.1669,0.1814,0.3302,0,0,0.607599378,8.900052071,90.48204803,9.31E-10,0.01030063,0.010300631,3,2,1,2,1,1,1
1131,31.99033,-87.302205,70,0.0213,0.1878,0.414,0.2722,0.0795,0.0252,0,0,0.1674,0.151,0.2514,0.2211,0.2091,0,0,0.123847283,8.944072723,90.92952728,0,0.00255272,0.00255272,3,2,1,1,1,1,1
1133,34.155888,-87.364147,195,0.0032,0.0652,0.2531,0.4166,0.1941,0.0674,0.0004,0,0.1968,0.2238,0.2509,0.2601,0.0684,2.992399931,0,0.45449999,8.560165405,87.34433746,0.620470583,0.028126361,0.648596942,3,2,1,1,1,1,1
4001,35.385845,-109.493747,1948,0.0055,0.0929,0.5518,0.3299,0.0149,0.0046,0.0004,0,0.175,0.0797,0.2931,0.3538,0.0984,0,25.34506226,0.216299981,74.43863678,0,0,0,0,1,1,1,1,2,1,1
4003,31.881793,-109.75412,1313,0.1393,0.5555,0.2012,0.0595,0.0257,0.0187,0.0001,0,0.0746,0.0854,0.0806,0.0646,0.6948,0,3.865085602,0.30249998,51.35042953,16.12953377,0,28.35244942,28.35244942,1,1,1,1,2,1,1
4005,35.829692,-111.773728,1982,0.0176,0.2283,0.475,0.1836,0.0553,0.0368,0.0034,0,0.1128,0.3283,0.2398,0.0732,0.2459,0,8.594955444,0.058699999,91.34634399,0,0,0,0,1,1,1,1,1,1,1
4007,33.789618,-110.81187,920,0.0006,0.0122,0.0611,0.2524,0.2549,0.2971,0.084,0.0377,0.1692,0.2414,0.2831,0.2935,0.0128,0,0,0.0098,49.92088699,48.85168457,1.217628837,0,1.217628837,1,1,2,1,1,1,2
4009,32.931828,-109.87831,901,0.022,0.3298,0.4307,0.1572,0.0469,0.0134,0,0,0.2522,0.2212,0.0476,0.1272,0.3518,0,11.75891113,0.058000002,65.60232544,22.45636559,7.45E-09,0.124399997,0.124400005,1,1,1,1,1,1,1
4011,33.238872,-109.242323,1398,0.0002,0.0038,0.031,0.1084,0.1255,0.3407,0.2435,0.1469,0.2104,0.2733,0.2161,0.2962,0.004,0,4.219230652,0,46.00971603,49.77105331,0,0,0,1,1,3,1,1,1,3
4012,33.727625,-114.038793,404,0.0619,0.6474,0.1532,0.0518,0.0253,0.0435,0.014,0.0029,0.0941,0.1078,0.0486,0.0402,0.7093,0,66.50227356,0.071699999,33.42602158,0,0,0,0,1,1,1,1,1,1,1
4013,33.346541,-112.495534,308,0.0992,0.7187,0.1246,0.0286,0.0195,0.0093,0.0001,0,0.0582,0.0203,0.0471,0.0565,0.8179,0,53.55132675,0.262199998,30.47008133,0.503324986,0,15.21306992,15.21306992,2,1,1,1,2,1,1
4015,35.717705,-113.749689,1483,0.0016,0.0332,0.2111,0.3592,0.2111,0.1501,0.0148,0.0189,0.2936,0.3092,0.2581,0.1043,0.0348,0,4.581661224,0.034299999,12.51408958,82.86994934,0,0,0,1,1,3,1,1,1,2
4017,35.390934,-110.320908,1843,0.0104,0.1531,0.4538,0.226,0.0618,0.0903,0.0046,0,0.2257,0.1225,0.193,0.2953,0.1635,0,33.76785278,0.095100001,66.13704681,0,0,0,0,2,1,1,1,1,1,1
4019,32.128237,-111.783018,781,0.0328,0.5829,0.3633,0.0177,0.0021,0.001,0.0002,0,0.1809,0.1897,0.008,0.0057,0.6157,0,17.39626312,0.021500001,82.58223724,0,0,0,0,2,1,1,1,2,1,1
4021,32.91891,-111.367257,602,0.0459,0.673,0.2601,0.0145,0.0038,0.0027,0,0,0.0363,0.022,0.0078,0.215,0.7189,0,18.79082489,0.0942,79.87562561,0.605507433,0.48588264,0.147962198,0.633844852,2,1,1,1,2,1,1
4023,31.525904,-110.84519,1336,0.0004,0.0111,0.1153,0.2922,0.1481,0.2089,0.1518,0.0722,0.2578,0.1155,0.2265,0.3887,0.0115,0,0,0.151499987,45.65735626,54.19114304,0,0,0,1,1,1,1,1,1,1
4025,34.630044,-112.573745,1746,0.0014,0.0309,0.1665,0.215,0.1476,0.252,0.1138,0.0728,0.3257,0.3214,0.179,0.1416,0.0323,0,0,6.038899899,8.414583206,85.54651642,0,0,0,1,1,3,1,2,1,3
4027,32.773942,-113.910905,102,0.1018,0.5995,0.281,0.0177,0,0,0,0,0.1071,0.0637,0.0378,0.0901,0.7013,0,71.94999695,0,28.05000305,0,0,0,0,2,1,1,1,2,1,1
5001,34.289574,-91.376547,58,0.2312,0.5656,0.1714,0.0316,0.0002,0,0,0,0.0452,0.0542,0.0466,0.0572,0.7968,0,0,0,0.157159328,1.597754002,0,98.24508667,98.24508667,1,1,1,1,1,1,1
5003,33.190835,-91.772267,53,0.0587,0.4991,0.4063,0.0347,0.0012,0,0,0,0.0935,0.1177,0.1001,0.1309,0.5578,0,0,0.136700004,6.212390423,70.33153534,20.51395798,2.805417061,23.31937408,1,1,1,3,1,1,1
5005,36.28071,-92.330438,191,0.0025,0.0508,0.2015,0.3077,0.1754,0.2242,0.0294,0.0085,0.1845,0.2428,0.2776,0.2418,0.0533,0,0,0.224074796,8.935097694,90.83830261,0,0.002525195,0.002525195,2,2,2,1,1,1,2
5007,36.337825,-94.256187,388,0.0342,0.3602,0.4507,0.1312,0.0172,0.0065,0,0,0.1233,0.1248,0.1583,0.1992,0.3944,0,0,14.73580074,2.187990189,11.71145535,71.26843262,0.096320122,71.36475372,3,2,1,2,1,1,1
5009,36.304308,-93.079204,379,0.0048,0.0673,0.2581,0.3773,0.163,0.1251,0.0044,0,0.1877,0.2712,0.2511,0.2179,0.0721,0,0,1.493499994,2.859527349,17.95465851,77.66067505,0.031642001,77.69231415,3,2,1,1,1,1,1
5011,33.463819,-92.168164,66,0.0377,0.404,0.4875,0.0707,0.0001,0,0,0,0.1347,0.1266,0.1393,0.1577,0.4417,0,0,0.093411714,8.924476624,90.73032379,0,0.251788288,0.251788288,3,2,1,2,1,1,1
5013,33.56046,-92.513879,64,0.0521,0.4803,0.4323,0.035,0.0003,0,0,0,0.0951,0.1061,0.1258,0.1406,0.5324,0,0,0.246523887,8.931680679,90.80361938,0,0.01817609,0.01817609,3,2,1,2,1,1,1
5015,36.337774,-93.541663,436,0.0052,0.066,0.173,0.242,0.176,0.2761,0.0611,0.0006,0.2387,0.2559,0.205,0.2292,0.0712,0,0,0.372000009,8.034693718,81.50289917,10.02061081,0.069796897,10.09040737,2,2,2,1,1,1,2
5017,33.267139,-91.297158,37,0.1395,0.599,0.2307,0.0302,0.0006,0,0,0,0.063,0.0753,0.0527,0.0705,0.7385,0,0,5.136099815,7.73473835,20.22919083,34.15053177,32.74943924,66.89997101,1,1,1,3,1,1,1
5019,34.053312,-93.176205,83,0.0196,0.2532,0.5321,0.1895,0.0056,0,0,0,0.1052,0.2564,0.1702,0.1954,0.2728,0,0,1.102900028,8.220237732,83.92414093,5.729788303,1.022933006,6.75272131,3,2,1,2,1,1,1
5021,36.367302,-90.418704,118,0.0192,0.1904,0.5018,0.2801,0.0084,0.0001,0,0,0.1668,0.2543,0.1767,0.1926,0.2096,0,0,0.865199924,1.791438222,8.938324928,46.70765686,41.69738007,88.40503693,1,1,1,1,1,1,1
5023,35.566288,-92.059974,166,0.0082,0.1163,0.3448,0.3494,0.117,0.0608,0.0035,0,0.1257,0.2061,0.2669,0.2768,0.1245,0,0,7.990200043,12.56733894,75.30927277,3.885570526,0.2476172,4.133187771,2,2,1,1,1,1,1
5025,33.893201,-92.188714,66,0.0288,0.3355,0.5095,0.124,0.0022,0,0,0,0.1335,0.1723,0.1608,0.1691,0.3643,0,0,0.231208906,8.934207916,90.8292923,4.66E-10,0.005291088,0.005291088,3,2,1,2,1,1,1
5027,33.21507,-93.226901,98,0.0305,0.3501,0.5349,0.083,0.0015,0,0,0,0.1372,0.1378,0.1598,0.1846,0.3806,0,0,0.531571388,8.905954361,90.54204559,1.86E-09,0.020428609,0.020428611,3,2,1,2,1,1,1
5029,35.265702,-92.689248,117,0.0225,0.2496,0.43,0.2241,0.0623,0.0115,0,0,0.224,0.1095,0.2958,0.0986,0.2721,0.996200025,0,0.646799982,15.98494911,18.99040985,45.53047943,17.85116005,63.38164139,2,2,1,1,1,1,1
5031,35.828268,-90.630411,71,0.1817,0.6857,0.1225,0.0097,0.0004,0,0,0,0.0259,0.0423,0.0283,0.0361,0.8674,0,0,0,2.566465378,26.09186745,0,71.34166718,71.34166718,1,1,1,2,2,1,1
5033,35.583041,-94.236224,243,0.0058,0.1059,0.4846,0.2446,0.09,0.0557,0.0125,0.0009,0.1178,0.1726,0.3576,0.2403,0.1117,0,0,2.508500099,18.30686569,7.0190382,69.94741821,2.218178034,72.16559601,1,1,1,1,1,1,1
5035,35.211878,-90.315331,65,0.2822,0.6248,0.0851,0.0079,0,0,0,0,0.0176,0.0277,0.0167,0.031,0.907,0,0,0.6347,10.30683708,3.918531895,45.50728226,39.63264847,85.13993073,1,1,1,4,1,1,1
5037,35.291259,-90.773894,105,0.0637,0.2932,0.3572,0.2128,0.0605,0.0126,0,0,0.1385,0.2175,0.1294,0.1577,0.3569,0,0,0.310099989,3.07210207,36.61258698,38.84648132,21.15872955,60.00521088,1,1,1,1,1,1,1
5039,33.967823,-92.653999,96,0.0283,0.314,0.537,0.1196,0.0011,0,0,0,0.1542,0.1389,0.1622,0.2024,0.3423,0,0,0.104836777,8.945953369,90.94864655,0,0.000563218,0.000563218,3,2,1,1,1,1,1
5041,33.828748,-91.244427,46,0.1429,0.6286,0.21,0.0185,0,0,0,0,0.0615,0.0529,0.0468,0.0673,0.7715,5.746481895,0,0,7.802961826,79.32850647,0,7.122049809,7.122049809,1,1,1,3,1,1,1
5043,33.587242,-91.722778,67,0.0753,0.5218,0.3729,0.03,0,0,0,0,0.1032,0.1109,0.106,0.0828,0.5971,0,0,0,8.643614769,87.875,0,3.481384993,3.481384993,1,1,1,2,1,1,1
5045,35.146356,-92.324654,112,0.0207,0.2249,0.3937,0.2115,0.1048,0.0444,0,0,0.2658,0.0924,0.2676,0.1286,0.2456,0,0,1.330299973,7.940032482,41.12795258,48.42776489,1.17395103,49.60171509,3,2,1,1,1,1,1
5047,35.508573,-93.887672,176,0.0096,0.1289,0.3577,0.246,0.1107,0.1351,0.01,0.002,0.2051,0.2777,0.2427,0.136,0.1385,0,0,0.789899945,4.567991257,34.00468826,60.44063187,0.196790099,60.63742065,2,1,1,2,1,1,1
5049,36.383443,-91.819239,215,0.0086,0.1161,0.4165,0.3938,0.0517,0.0128,0.0005,0,0.2039,0.2597,0.212,0.1997,0.1247,0,0,0.467299998,17.31731987,66.69176483,15.43188572,0.091729186,15.52361488,3,2,1,1,1,1,1
